publishedAt,comment,sentiment_label
2025-02-03 04:05:40-05:00,ye ngl am staying with my 15 dolla gtx 750 ti and amd a8 3800 am not spending 2k js to get more frames when i could js lower the quality 🙏,Neutral
2025-02-03 04:07:14-05:00,But…. The 5080 is cheaper than the 4080 super so it’s worth it to upgrade. This video is crazy irrelevant to anyone below the 4080 super. Just upgrade.,Positive
2025-02-03 04:12:06-05:00,Where are my 90 Series ?,Neutral
2025-02-03 04:40:05-05:00,15% faster said with so much enthusiasm and its really not.     Still sucking up to nvidia.   Its funny that streamers turned into the same corrupted reviewers as 90s mags.,Negative
2025-02-03 04:57:27-05:00,Dude your sponsor in video ai has water marks and to remove I have to sell my kidney 💀,Negative
2025-02-03 05:12:17-05:00,"Hi ltt just was hoping when you could do a 5070 review can you also review its performance without any upscaling or any artificial upgrade just the raw performance, that will be great thanks",Positive
2025-02-03 05:13:38-05:00,"Inquired about RTX 5080 today in chandigarh, India. These are priced double the MRP here ($2000). Also, only 12 units were sent to india (According to one of the retailers info). Don't know how many RTX 5090 were sent here. This really was just a paper launch. No RTX 4090 are in stock either. I will just wait for RX 9070 XT. Jensen has lost his mind.",Neutral
2025-02-03 05:15:57-05:00,"They could really easy increase the value of this GPU, by increasing VRAM. It would be nice to see 5080 with 20 or even 24 GB VRAM. No one would complain about small performance increase with more VRAM, but Nvidia simply has to think about their AI dedicated products, where VRAM is the most important spec. Anyway it's a good thing for people with RTX 4000 GPUs. They will remain useful for longer, since mid-range will still use 12 GB and upper mid-range will only have 16 GB. Current-gen consoles are also limited to 10-12 GB RAM for GPU related work, so 12 GB GPUs should last for few years when targeting 1440p gaming.",Positive
2025-02-03 05:51:38-05:00,the graphs are stunning ❤,Positive
2025-02-03 05:53:11-05:00,"I love the fact that you guys use 3080 , 20080ti and 1080ti for testing, great way to tell how much difference there is between generations",Positive
2025-02-03 06:22:41-05:00,"In my opinion, the potential of 5090 has not been revealed, it should be more powerful, and all the technologies for this have existed for a long time. It seems to me that they are deliberately slowing down technologies to make technological development slower.",Negative
2025-02-03 06:46:53-05:00,I really appreciate that the older cards are added in this review. I have a 2080 Ti  which runs most things fine and only look for upgrading it for VR. Speaking of VR I am very interested in seeing some info about the 5000 series with VR because there are glasses with 2x 4k resolution per eye. So really curious how the performance is there and are features like frame gen and new DLLS actually working on VR.,Positive
2025-02-03 06:49:04-05:00,"i miss the times of having an 690 and the upgrade to an 960 was really big , now it just seems like u get nothing extra",Negative
2025-02-03 07:00:55-05:00,I'll wait for the 6090 when they work on power efficiency ... hopefully!,Positive
2025-02-03 07:05:28-05:00,me still no gpu and with 4 gb ddr2 ''peaceful'',Neutral
2025-02-03 07:15:17-05:00,Wow i need this for my microsoft word,Positive
2025-02-03 08:34:28-05:00,where's the 1080ti,Neutral
2025-02-03 08:54:44-05:00,"It's actually worth mentioning that some of the 'weirdness on the edges of fast moving objects' that you see and show seems to be motion blur artifacts, not DLSS artifacts. The way motion blur and lens blur works in games is, as everything, very faked, it usually is only supplied with information that can be gathered from 1 single frame - depth maps and pixel velocity maps. And since it does not know what's behind the object that needs to be blurred, plus some other issues like overlaying and opacity, it often results in weird artifacts at the edges of blurred objects.  So to make a fair test it should be made between True frames rendered without DLSS and with DLSS, with all other settings equal. Then if you see artifacts on non DLSS render too - you can tell it's not caused by DLSS specifically.",Neutral
2025-02-03 09:01:07-05:00,So many bot comments praising a mediocre review 😂,Negative
2025-02-03 09:25:09-05:00,"I never commented to anyone in over 15 years, this is my first comment, bro, u really upgraded your content waaaay tooo far , your mobile content now is a joke, your content now us fun and worth listening to, u giving good info and good tests and the only test for graphic card that everyone need, thanks for the hard work",Positive
2025-02-03 09:43:24-05:00,"Yeah keep licking Nvidia's boots, LTT. Gotta make a good ad and make Nvidia likeable after their horrendous pricing and performance.",Negative
2025-02-03 09:49:07-05:00,me watching this video in 480p: 🍿,Neutral
2025-02-03 09:52:13-05:00,"RTX 5080 msrp price: 1000$ Cheapest local retailer price on ANY RTX 5080: 1770$ Fuck that shit. I'd say these retailers are supplied by scalpers, but scalpers have even bigger markup. This is just retailers being scum. AMD's either unpopularity or better logistics sorta protect it from the same bullshit, which is why I'm waiting for Radeon 9000. It's time to upgrade for me, i'm still on RX 580, but I ain't paying those scam prices.",Negative
2025-02-03 09:53:36-05:00,"In a year. Someone will find a way to prove 40 cards can run DLSS4 and piss everyone off, then get sued by Nvidia. I am just waiting for that",Negative
2025-02-03 10:23:07-05:00,Really happy with my 4070 Ti Super,Positive
2025-02-03 10:29:44-05:00,"From what i've seen, my next videocard is going to be a AMD",Neutral
2025-02-03 10:35:28-05:00,i am gt 610 but iam trying to run free fire still carshing,Neutral
2025-02-03 10:44:52-05:00,I was thinking about getting this tier of gpu this generation but I am put off by the price and the meager performance improvement. I will wait until the AMD cards come out and have comparisons; It would be foolish of AMD to not have very competitive pricing.,Negative
2025-02-03 11:18:13-05:00,Can’t run Minecraft max shaders 😭,Negative
2025-02-03 11:21:23-05:00,My 1660 not looking to crazy now,Neutral
2025-02-03 11:52:53-05:00,Allah gave you everything you are so lucky❤,Positive
2025-02-03 11:59:36-05:00,Should be Fastest consumer GPU.. fastest GPU is Nvidia H100 costing $30k,Positive
2025-02-03 12:00:51-05:00,I mean couldn't you technically run x4 frame gen at 200 fps to achieve 800fps while still at 13 ms latency?  Doesn't the frame gen latency only deviate 3ms between native?,Neutral
2025-02-03 12:05:35-05:00,And my phone is struggling to play this video in 780p 😂,Negative
2025-02-03 12:37:08-05:00,"At this point, just step outside your home and experience the real world.",Neutral
2025-02-03 13:05:46-05:00,This is the optimization that nvidia are pushing to force people to upgrade to gpus.   It can all be fixed by some optimization.😅,Neutral
2025-02-03 13:08:56-05:00,0:34 hey I have that one,Neutral
2025-02-03 13:55:38-05:00,"7:53 ""Hi everyone, Donut here. Today we're looking at a shooting out of...""",Neutral
2025-02-03 14:32:32-05:00,"Great video, but whats up with the clothing?",Positive
2025-02-03 14:59:12-05:00,liked the AI comment.. Come up with a new segway trained on all my other seqway.. lol ..,Positive
2025-02-03 15:11:12-05:00,up-scaling and fake frames in new spider man 2 looks 💩 same as any game,Negative
2025-02-03 15:44:55-05:00,"5090 is just 4090 with bigger die and more transistors, to inflate the costs and hog more power  Yeah I am still happy with my 2070 Super.",Positive
2025-02-03 16:15:43-05:00,You’ve got the PS5 upside down…,Neutral
2025-02-03 17:01:11-05:00,Is nobody gonna say something about that hoodie 🔥,Neutral
2025-02-03 17:30:02-05:00,NVIDIA should crumble after this. AMD has the opportunity to take the lead with cards that are powerful but no because of AI,Neutral
2025-02-03 17:35:49-05:00,"Remember when people cried and cried about the $700 PS5 Pro?  That was an entire gaming system.  How much is this?  $2,000. And, it's JUST the video card ... and it's sold out ... and people can't wait to shell out more money. And the step below this is like $1000.  But, that entire gaming system for $700 ... that's unreasonable! That's CRAZY!",Negative
2025-02-03 17:42:11-05:00,This production is so bloated. There’s no need for 18 people talking about one subject.,Negative
2025-02-03 17:45:26-05:00,"Straight up downvote for the first sentence ""They are here"" - like.. where?!? L to Jensen and co. Another paper launch.",Neutral
2025-02-03 17:48:04-05:00,NOBODY IS TALKING ABOUT THE FACT THESE THINGS REQUITE MORE WATTAGE THEN A SMASH FRIDGE TO RUN... I'M AFTER LOWER WATTAGE NOT MORE DLSS FAKE FRAMES,Negative
2025-02-03 17:49:15-05:00,NOBODY IS TALKING ABOUT THE FACT THESE THINGS REQUITE MORE WATTAGE THEN A SMALL FRIDGE TO RUN... I'M AFTER LOWER WATTAGE NOT MORE DLSS FAKE FRAMES,Negative
2025-02-03 17:55:16-05:00,"in the video you compare the power usage of the 4090 vs the 5070, which is an unfair comparison as we as pc gamers know that already. you should have compared power usage of 4070 vs 5070 and 4090 vs 5090.",Negative
2025-02-03 18:11:19-05:00,What’s the point of bench marking all this stuff if normal consumers can’t even acquire 4080/4090 5080/5090 at the moment. Completely gone everywhere because of AI,Negative
2025-02-03 18:24:20-05:00,"Basically what GPUs always have been, nothing really negative, against no competition, and also with wonderful technology like DLSS4. The haters are like candle makers protesting against electricity.",Neutral
2025-02-03 18:36:18-05:00,"Even though the performance is disappointing, the design is sooooooooooooo much better for us ITX builders.",Positive
2025-02-03 18:42:39-05:00,"Reckon you do a much more detailed tutorial on gpu system. There are loads of juices compressed into this short video. Its good for those who wishes to scale up in par with tech innovation thats obviously moving in such mind boggling rapid pace. And with the emergence of AI cinematic video generation, though it cloud based, yet we still need heavy gpu to comprehend plethoras of heavy workloads ably processed in a single powerful unit. didn't know u have such technical depths and its mechanics. Kudos❤❤❤",Positive
2025-02-03 18:46:38-05:00,guys is the 4060 good?,Neutral
2025-02-03 18:46:55-05:00,but hey.... let's wait for the 5070 that will match the 4090... ahahah... at least those sociapaths who lie to our faces with a smile have a sense of humour....,Neutral
2025-02-03 18:49:10-05:00,"Can't focus on the video, too much weird stuff hanging off your clothes.",Negative
2025-02-03 19:08:54-05:00,"Not gonna lie, those first few frames I genuinely thought I was lookin' at Gmod or Rust or something. The hell is going on with these new games, aren't they all supposed to have this ""omg amazing ray tracing and god rays, global illumination, nanite, path tracing"" and blah blah? Maybe just a bad angle or something? Like, c'mon  I'm not entirely sold on these AI generated frames either.. feels like AI is just a new selling point imo",Negative
2025-02-03 19:14:09-05:00,this card kill 4 or 5 slots...of motherboard...so bad..😦solution only with water custom loop and Alphacool cooler,Negative
2025-02-03 19:14:12-05:00,"7:46 very based take, ""But who needs to shoot and edit videos when can you just generate garbage?""",Negative
2025-02-03 19:48:05-05:00,The rat race isn't worth it anymore. Just enjoy your current GPU until it can't keep up anymore. By then the 7090 will be out.,Negative
2025-02-03 19:52:21-05:00,This video makes me feel good with my 2 year old 7900 XTX.,Positive
2025-02-03 20:12:05-05:00,Please can I get a free phone sir,Neutral
2025-02-03 20:53:23-05:00,"my god I hate these videos. Constantly jumping back and forth between comparing two different cards (4080 super and 4090) acting like they are the same but cherry picking which graph to show to convince people to buy/not buy a gpu. the ""PC Master Race"" is such a joke.",Negative
2025-02-03 21:12:41-05:00,In video is actually great,Positive
2025-02-03 22:01:06-05:00,"I accidentally removed myself from administrator on my pc and I’m getting a blue screen whenever I try to load up the advanced settings startup, so I can’t really do anything, so you have any fixes?",Negative
2025-02-03 22:36:12-05:00,So basically stick with the 4080 Super for now,Neutral
2025-02-03 22:38:00-05:00,"I'm so sick of all this, I'd rather stop playing games at all. I don't see any fine games lately at all, half baked unoptimized piece of codes, with bad stories and outdated game mechanics, nothing revolutionary! And this technology, that good only on paper!",Negative
2025-02-03 23:06:42-05:00,This channel just feels like the Olive Garden of tech channels now.,Neutral
2025-02-03 23:27:14-05:00,Beyond ridiculous how much graphics cards cost. Just anything for pc.,Negative
2025-02-03 23:31:39-05:00,Linus im actually youre long lost cousin and need a 5080 build,Neutral
2025-02-03 23:41:21-05:00,can u gift me a Gaming Laptop?,Neutral
2025-02-04 00:00:39-05:00,Nvidia keeps refusing to make enough for people to buy so it's all out of stock. I'm about to go get an amd because why not,Negative
2025-02-04 00:26:26-05:00,Nvidia became too greedy company .. giving 16gb vram for such price in 2025 is unacceptable ..,Negative
2025-02-04 00:29:30-05:00,Sponsored content?,Neutral
2025-02-04 00:29:55-05:00,Was this review or sponsored by nvidia?,Neutral
2025-02-04 00:40:35-05:00,"I dont know why this exists.   This is definitely a new generation.....cooler. its a new gen cooler design. The crap under it is leftovers from last year.    Also, nvidia isnt a gpu company. Dont expect it to improve, expect them to shut down the gpu devision entirely, before actually caring about thos segment again.",Negative
2025-02-04 01:18:56-05:00,"I presume Nvidia are trying to make deals with devs to force ray tracing?? who even likes ray tracing?? It's just a FPS decrease, for no real gain",Negative
2025-02-04 01:34:14-05:00,"Thought about switching back to nvidia for a bit, but ill be sticking with my 7900xtx. Was cheaper than the 5080 and in raw scaling performs nearly the same. Nvidia is still a joke",Neutral
2025-02-04 01:37:18-05:00,"Nvidia fanboys are braindead... They spend $500 more on gpus for a whole 20% speed boost. I bet they're the same ppl who spend $1k on shoes and/or say products are good if they're expensive",Negative
2025-02-04 01:52:21-05:00,Still rocking a 3090 nvidia can smb,Positive
2025-02-04 02:31:24-05:00,Reminder to remember their Billet Labs fiasco.,Negative
2025-02-04 02:41:22-05:00,The 5080 is different than the 4080 it has a 50 engraved on it instead of a 40,Neutral
2025-02-04 02:59:53-05:00,What the next after the highest technology,Neutral
2025-02-04 03:09:35-05:00,"This is geared towards the ending remark. I remember seeing nvidia stock at like 20 bucks. Something told me to buy it I just had this feeling. I knew what they were doing and it seemed like a good risk assessment. I really should have listened. This wasn’t like a “I’m feeling lucky I’m gonna buy a lottery ticket” moment either, I’ve had those moments and never budged because it’s logical to me that I won’t buy or win lottery/gambling. Odds are way stacked against you.",Negative
2025-02-04 03:43:12-05:00,1:09 no Overwatch benchmark mane? i thought you'd come through,Neutral
2025-02-04 03:49:56-05:00,"With 4 generated frames, are we even playing the real game anymore? LOL",Negative
2025-02-04 04:12:59-05:00,in conclusion: choose 7900xtx or your older card instead,Neutral
2025-02-04 04:50:05-05:00,"Sadly i disagree on the test for gtx 980, maybe your card specificly was underperforming or what i dont know. But you can easily found multiple youtube video which can run CP2077 on gtx 980 at 1080p, medium settings getting 30 ish fps. Low settings  getting 40-50fps. Its sad to see this being miss represented especially for alot of people around the world that actually still rely on second hand graphics card because buying new too expensive for them.",Negative
2025-02-04 04:54:55-05:00,The star wars parody reference near the end is hilarious.,Positive
2025-02-04 04:57:56-05:00,how about we pressure game developers to actually make working and optimized games instead of feeding nvidia for doing fuck all ?,Negative
2025-02-04 05:25:17-05:00,Some VR benches please sir. 🤘,Neutral
2025-02-04 05:48:34-05:00,Wtf 5090 RTX already what happened to the rest before this it jumped from 4090 TI to 5090 my wife has 2 bloody 4090s in her PC and that already enough for any game there is for the next decade,Neutral
2025-02-04 05:52:08-05:00,What's that type of PC you are using,Neutral
2025-02-04 06:01:07-05:00,This whole frame gen crap is stupid.,Negative
2025-02-04 06:25:42-05:00,Where can I buy it for 2000$?,Neutral
2025-02-04 06:31:55-05:00,There are too many comments so no ones no i am bisexual,Negative
2025-02-04 06:32:25-05:00,I thought the Titan X was the best graphic card not the 980?,Neutral
2025-02-04 06:36:06-05:00,"Come Deepseek, save us all from all this green greed.",Neutral
2025-02-04 06:47:00-05:00,"It’s a pretty hard decision on upgrading for me. I’m currently on a 3090 setup, and looking to build a new setup. 4090 or 5090. I mostly play call of duty and battlefield. Hard decision with the fact frame gen isn’t something I’d use.",Neutral
2025-02-04 07:31:50-05:00,"[Laughs & goes back to playing $7 games on his Steam Deck] I'm sure this a great purchase for the perpetually online cucks that need to overcompensate regardless of how actually effective their overcompensating is. But for normal people like me? This is just a ""Running of the bulls"" event where Nvidia gores every clown running after their latest series cards.",Neutral
2025-02-04 07:54:07-05:00,"This is explained so well, and I appreciate the examples as well as i myself understand things better when examples are shown. Thank you!",Positive
2025-02-04 08:04:56-05:00,0:30 that’s 5 big booms for Nvidia,Positive
2025-02-04 08:12:22-05:00,i'll probably buy this when i am dead... lol,Neutral
2025-02-04 08:25:16-05:00,4090 still seems like the better card to me.,Positive
2025-02-04 08:51:54-05:00,I’m watching this while still enjoying playing on a ps3 lol,Positive
2025-02-04 09:07:01-05:00,"The 980 was not a good card, the 980ti was… and it was run in parallel with two or three cards. DLS is currently kinda garbage. I also never buy the 90 version at double the price and double the power draw. It’s just stupid expensive and you can never find one.",Negative
2025-02-04 09:43:46-05:00,"In the old days, I would buy the latest gefore for ""600 dollars"" and be happy, nowdays I skip 2 generations and then buy ;) I think there quite many people out there doing the same. But intel showed some interesting promise with their B580",Positive
2025-02-04 09:47:36-05:00,That invideo is going to cause so many people to lose their jobs,Negative
2025-02-04 09:49:15-05:00,frame gen and upscaling is fake performance used by lazy developers,Negative
2025-02-04 10:04:47-05:00,Your videos are always opposite of clickbaits,Negative
2025-02-04 10:07:04-05:00,Please gift me gtx 5070ti,Neutral
2025-02-04 10:08:13-05:00,I'm starting to believe flagship graphics cards are a scam.,Negative
2025-02-04 10:09:28-05:00,Need the brazil boys to double the ram on these cards to make them worthy of purchase. Once again Jensen deserves to be flogged for being a cheap ass with vram. Otherwise AMD cards are the winner this gen for price for performance.,Negative
2025-02-04 10:36:42-05:00,I can Don't give a shit anymore.,Negative
2025-02-04 10:59:23-05:00,OK. But you didnt answer the only question that matters......Does it run Balatro??,Neutral
2025-02-04 11:04:26-05:00,These cards are heavily bottlenecked by the number of RT cores.,Negative
2025-02-04 12:11:07-05:00,"4:49 no wonder why UE5 has such terrible performance, they're using un optimized AI",Negative
2025-02-04 12:16:24-05:00,SOOOOOOOOOOO Happy I bought a 7900xtx nitro + Won’t be upgrading for a long time  Looking at new monitors,Positive
2025-02-04 12:41:48-05:00,Explaining what ray tracing is comes off as very condescending,Negative
2025-02-04 12:52:35-05:00,its current most attractive selling point is that it's available,Positive
2025-02-04 13:04:49-05:00,GTX 1080ti seeing 980 being called the best gtx ever😢….,Neutral
2025-02-04 13:39:54-05:00,Question how well does it mine crypto lol,Neutral
2025-02-04 13:45:52-05:00,"I literally don't trust anything from this channel anymore. For all I know, every product is shit, but you've previously endorsed them so you wouldn't wanna tell us it's shit. That might make YOU look bad and cost YOU some views or something. Fuck how literally everyone else is affected, including your massive audience you have direct influence over.",Negative
2025-02-04 14:40:58-05:00,Wanna play? Buy a steamdeck. Wanna enjoy raytracing and reflection in 8k? Go outside of your house and you can see it with your eyes in incredible high fps! :),Positive
2025-02-04 14:43:52-05:00,"20mio subscribers, never heard of him",Neutral
2025-02-04 15:36:29-05:00,i just subscribed to this channel.    which is better?  i am buying Dell prebuilt XPS with Intel i7 with RTX 4070  or XPS with Intel i9 with RTX 4060ti ?   other specs are same and both prices seem to be around $1800.   Thank you    or should i just go to another pre-built seller ?   Dell CPU seem to burn out in 4-5 years or so,Neutral
2025-02-04 15:50:48-05:00,people complaining about how much power the 5090 draws.. meanwhile the 3090 can be modded to pull 1000w 💀,Negative
2025-02-04 15:51:22-05:00,What if the game doesn’t support frame generation? Like most of xbox pc pass games..,Negative
2025-02-04 16:38:27-05:00,Why would you test it on a tv and not a +240hz monitor?????,Neutral
2025-02-04 17:17:44-05:00,I’m more shocked by the fact that 2015 was 10 years ago,Negative
2025-02-04 17:22:59-05:00,"Hey wait a minute, you're missing my gpu, RTX 3090. Why did you leave that out?!",Negative
2025-02-04 17:25:16-05:00,i want those clothes hes got on,Neutral
2025-02-04 17:37:18-05:00,I can't wait to be one of the 50 people to buy one this year!,Positive
2025-02-04 18:04:49-05:00,Watched b4,Neutral
2025-02-04 18:22:44-05:00,You forgot to plug some cables in they are on your shoulders,Neutral
2025-02-04 18:39:25-05:00,"@linustechtips so are you saying that if you had a 1080 and you had the choice between buying a 4080 and a 5080 for an upgrade, to buy a 4080?",Neutral
2025-02-04 18:48:35-05:00,"I want there to be an option that makes shaders bake the shadows into a layer that is applied directly to the texture and only recalculate shadows when I'm hitting the fps limit.  The only shadow I really need in realtime is my player's shadow, and even then I could handle it updating every other frame as long as all the polygons in the frame update every frame.  Without shaders most games would run really fast since rasterization is really well optimized.  I purpose a list of objects and how long its been since their shadowmap was updated, then with the time left between frames the card can work through the list and update the oldest shadowmaps first.  This way you always bounce off the frame limit.",Neutral
2025-02-04 18:58:21-05:00,"The 5080 was MEANT to be overclocked, otherwise don't buy one.",Negative
2025-02-04 19:15:03-05:00,But can it run Crysis?,Neutral
2025-02-04 21:03:23-05:00,"i get why you skipped the 3080 lmao, you can play everything 4k highest maxed out settings and zero tears or anything. so yeah it would make the newer ones look a little insignificant, if they have released 3 series that can do this lmao",Neutral
2025-02-04 22:23:19-05:00,Can it run Crysis?,Neutral
2025-02-04 22:41:18-05:00,Just ordered a Samsung s90d. I Play games and watch TV/Movies. A few computer build recommendations would be cool. Goal is to have both running HDMI 2.1. Lets say $2500.00+ -$300. Not fully sure I am up for the Build and Optimizing. I did it before 12yrs ago and have been brushing up. Shout out to all the online videos. Black in Color,Positive
2025-02-04 22:42:04-05:00,Putting a buy link in the description is just mean,Negative
2025-02-04 22:43:57-05:00,why do you only talk on the right side of your face?,Negative
2025-02-04 22:50:30-05:00,"So let me get this straight... Nvidia took all the feedback from the 4090, ignored most of it, slapped ‘Blackwell’ on the box, and called it innovation? 🫠",Negative
2025-02-04 22:53:07-05:00,5070 and up should all start with 32GB of VRAM (at least). Not doing this is a crime in my book. Great review guys. 💪,Positive
2025-02-04 23:15:13-05:00,"I have a 4090 and not sure if I should upgrade, I really do want DisplayPort 2.1",Positive
2025-02-04 23:29:22-05:00,"So you buy stupidly expensive 4K 240Hz monitor and insanely expensive graphics card just to look at AI generated frames. Stop the world, I get out. I mean if monitor itself  generates some 120 garbage frames between those 120 you get from graphics card you will never notice. Basically for 1000$ total for PC and display you get exactly the same 10 y.o. buggy games with identical experiences but in stable 1080p@60fps. The industry is in serious crisis.",Negative
2025-02-04 23:41:43-05:00,I m sorry i need Linus to grow the beard back to take him seriously I just chuckle at babyface Linus......sorry guys,Negative
2025-02-04 23:42:42-05:00,that dip was a good buying opportunity.,Positive
2025-02-04 23:54:45-05:00,"i know he's supposed to be showing this off and the people behind him are just making sure he does everything they want him to do since the card was a prototype and that he doesn't break anything because we know how linus is, but it looks like they're kidnapping him.",Neutral
2025-02-05 00:07:06-05:00,Where is rtx 3060  ti,Neutral
2025-02-05 00:07:30-05:00,I got a 7900xtx in October 2024 for 800 brand new while retail was 1000 I’m more than happy I went amd after so many years paying for Nvidia jokes,Positive
2025-02-05 00:21:03-05:00,RTX destroyed gaming gpus.,Negative
2025-02-05 00:39:44-05:00,Bring back quad sli….,Neutral
2025-02-05 01:07:19-05:00,I have a 4090. Am I cooked chat?,Neutral
2025-02-05 01:08:17-05:00,"Me with the first Evga 3080rtx asking myself, Should I upgrade?",Neutral
2025-02-05 01:44:56-05:00,2nd Top comment is Gay,Negative
2025-02-05 02:15:53-05:00,Its great to see the  Nvidia and Rockstar games collaboration nice strategy appreciable,Positive
2025-02-05 02:33:49-05:00,"The power drew and heat raising to the CPU,  its time to rethink Nvidia,   no way this can keep going.   They are now just raising price for blank features at this point.   Its really take the funny out of PC at this point.",Negative
2025-02-05 02:37:28-05:00,"I had a 980, upgraded to a 2080S, then to a 4080. I was happy with all those choices. I hope Nvidia realises that gamers like me will probably skip the 60 series, because the gains with the 50 series are so minor. I'm perfectly fine with a 4080 until the 7080 comes along.",Positive
2025-02-05 03:33:35-05:00,Why’d he say that rtx 2080 was from 2020 but in the picture it shows 2018 lmao,Neutral
2025-02-05 03:35:40-05:00,"I was planning on getting one, but with the unobtainium and $5k price tag in Aus I'm really leaning towards the 4090 😳",Neutral
2025-02-05 04:31:54-05:00,"5:25 a little side note to anyone curious, the frame generation will only LOOK like there is a higher FPS, the game won't actually FEEL like it's at that FPS still, because it kind of isn't.",Neutral
2025-02-05 04:33:54-05:00,13:09 I thought Linus said fuckload not buttload.,Negative
2025-02-05 04:40:44-05:00,this guy has a lot of childhood dreams,Neutral
2025-02-05 05:16:36-05:00,"Thank you for this video! Since I wanted to use the card mainly for rendering, the DLSS etc does not help me... And for that this card does not seem to be any big improvement over the 4090 as far as I can tell! But it is as you said: it does improve in certain specific edge cases!",Positive
2025-02-05 05:28:42-05:00,Hey guys! I just wanted to ask if the 4070 ti super will be able to use DLSS 4?,Neutral
2025-02-05 06:58:59-05:00,"Regardless of all this, let's also congratulate CDP for making the ultimate graphic card testing video game of all time.",Positive
2025-02-05 07:15:33-05:00,"this is so high quality, good job.",Positive
2025-02-05 07:25:11-05:00,idk I think there is no real reason to play games at 4k right now it costs too much when you can get a mid range card and get most of look of the 4k content without using the ai processing I can see it half the time and its annoying. I have a 4k 144 monitor as my 3rd monitor and its on the side I only use it for emulation or watching movies mew,Negative
2025-02-05 08:35:25-05:00,Love the Video. Would it be possible to get the AI results on the labs website as well. Have a great day everybody!,Positive
2025-02-05 08:54:56-05:00,"What about stability, system requirement and warranty man",Neutral
2025-02-05 09:02:26-05:00,whys your fit so hard tho lmao,Neutral
2025-02-05 09:25:24-05:00,Can we talk about his drip?🔥,Neutral
2025-02-05 10:01:43-05:00,Me with xbox series s,Neutral
2025-02-05 10:52:07-05:00,RTX 3080❤️❤️ still on board💪💪💪 🙌🙌😂😂,Positive
2025-02-05 11:02:32-05:00,"It's is got the letters AI in it then I ""Ain't Interested"" 🤢🤮",Negative
2025-02-05 11:06:39-05:00,And 2050 comes humans are busier to create virtual things real and real things virtual.,Neutral
2025-02-05 11:12:44-05:00,"Fake frames, latency.. ghosts!",Negative
2025-02-05 11:25:25-05:00,Absolutely LOVES the productivity section LOL,Positive
2025-02-05 11:41:36-05:00,"you need a proper CPU, PSU, and Mobo to really get all you want outta any GPU. i feel like this video your specs were bottlenecked.",Negative
2025-02-05 12:14:38-05:00,"What’s the hoodie lol want that so bad, actually what’s the whole outfit haha I already know I want an amazing pc, didn’t know I wanted those clothes til now 🤣",Positive
2025-02-05 12:33:47-05:00,I went from a 1080 founders edition to a 4090 OC. At the way the game industry is going these days I'll be good with my current card for the rest of my days gaming! 🤘,Positive
2025-02-05 12:40:41-05:00,I will agree Nvidia do win with GPUs but I will give AMD some brownie points for they new halo max 395 APUs in a way I find them more impressive,Positive
2025-02-05 13:38:02-05:00,wow… my takeaway from this video is invideo,Positive
2025-02-05 13:47:53-05:00,One small addition on the statement about the 7900 XTX (or really most radeons in general) they do perform pretty poor on Windows but they thrive on Linux so the scores are much better if you were to do AI work with your Radeon in Linux thanks to rocm,Positive
2025-02-05 13:49:36-05:00,"Since you're getting so much commission items what do you suggest getting stuff from the heap lot of new items is there anything coming with a higher tier of performance this isn't really a generational improvement but more a market minimum expected gain and isn't impressive at all. this is trash but we all love great price points so who cares that its a lack luster, but i pray theres a few games that benefit. in the image of the hyperspace conjugated standards there isn't a variable to define the oscilated electricity in the chips that aren't maximized but the threshold creates a headroom that does so much lifting of higher frequencies that it should kinetic dampen anything against the plane of stability of information technologies design unless you have a higher calling you can use this do virtually anything with new operating system and even just music will be rated to echo fuse genetic class aware textures that nueral lace their ray tunneling and engineering memory executes.",Neutral
2025-02-05 13:50:44-05:00,is this graphics cards better for big bangs or do we need the signal integrity from the masses ownership before we get a better nuclear demonstration. i want to buy something with a better face value.,Neutral
2025-02-05 14:12:15-05:00,Personally i think amd is in a great position to provide an actual gpu with real power instead of following nvidia in their crusade to make an aipu since they obviously arent trying to make a gpu anymore.,Positive
2025-02-05 14:17:27-05:00,Me with no PC watching this at midnight. 😌😅,Positive
2025-02-05 14:56:39-05:00,Broo... Can you buy me a new phone please..,Neutral
2025-02-05 15:03:25-05:00,"I don't like the obsession with graphics, especially knowing how bare bone modern games are, I'm happy with my ps5 that has no games, games now are just relying on brute force unstead of proper optimization, that's why some ps4 games blow modern games away graphicaly",Negative
2025-02-05 15:54:27-05:00,in one swoop nvidia just erased the need for performance optimisation. this unlocks a whole new paradigm fellas. things have gotten a lot interesting.,Positive
2025-02-05 15:56:02-05:00,NVIDIA stock price will deflate even more. Deepseek was only the beginning.,Neutral
2025-02-05 16:59:54-05:00,wait and get a 7900xtx even cheaper or used lol. 1440p till death,Neutral
2025-02-05 17:04:30-05:00,"Anyone else not look at LTT the same after GamerNexus exposed all their bullshit and lies? Even in this review, they're doing things they said they didn't in relation to testing set ups, and lying again. Did they not learn anything over at LTT? smh. Unsubscribe... Can't trust this tool anymore.",Negative
2025-02-05 17:46:41-05:00,So if I'm upgrading from a 1080ti you're telling me I should wait for the next series of cards because the 50 series just isn't a big enough upgrade to warrant the price? Or is it only for upgrading from a 4080 to a 5080?,Negative
2025-02-05 18:15:11-05:00,"Well ,im old so can i finally play CRYSIS ?",Neutral
